Part_Name,Material_Composition,Age,Condition,Location,Manufacturer,Aircraft_Model
Avionics,Steel,39,Used,South America,Gulfstream,G650
Fuselage,Steel,13,New,Africa,Gulfstream,E175
Engine,Titanium,11,New,Africa,Gulfstream,CRJ900
Fuselage,Titanium,35,New,Asia,Cessna,A320
Avionics,Composite,41,New,Africa,Bombardier,CRJ900
Avionics,Aluminum,12,Used,South America,Gulfstream,CRJ900
Fuselage,Steel,16,Used,Europe,Gulfstream,CRJ900
Wing,Composite,46,Used,Europe,Embraer,CRJ900
Avionics,Steel,26,Used,Asia,Boeing,CRJ900
Landing Gear,Aluminum,33,New,Europe,Boeing,G650
Landing Gear,Steel,16,New,South America,Airbus,CRJ900
Fuselage,Titanium,33,Used,Africa,Bombardier,E175
Avionics,Composite,35,Used,Asia,Bombardier,E175
Landing Gear,Aluminum,1,New,North America,Bombardier,E175
Wing,Aluminum,1,Used,Europe,Gulfstream,737
Wing,Aluminum,21,New,Europe,Gulfstream,Citation X
Wing,Composite,2,New,Australia,Bombardier,CRJ900
Avionics,Composite,27,Used,North America,Bombardier,737
Fuselage,Steel,42,Used,Europe,Cessna,G650
Wing,Titanium,48,New,Asia,Boeing,A320
Fuselage,Composite,26,Used,Asia,Airbus,737
Engine,Titanium,30,New,Europe,Embraer,G650
Landing Gear,Steel,46,New,Africa,Bombardier,Citation X
Avionics,Composite,11,Used,Asia,Gulfstream,Citation X
Wing,Titanium,36,Used,North America,Airbus,737
Avionics,Composite,37,Used,Australia,Gulfstream,G650
Engine,Composite,44,Used,Asia,Embraer,G650
Engine,Composite,41,Used,South America,Airbus,E175
Engine,Titanium,46,New,Africa,Boeing,Citation X
Engine,Titanium,38,New,Australia,Embraer,CRJ900
Landing Gear,Composite,16,New,South America,Airbus,CRJ900
Landing Gear,Aluminum,13,New,Europe,Gulfstream,G650
Avionics,Titanium,35,Used,Asia,Embraer,G650
Wing,Steel,32,Used,South America,Embraer,CRJ900
Wing,Titanium,7,Used,Asia,Gulfstream,E175
Wing,Aluminum,2,New,Australia,Gulfstream,A320
Wing,Steel,0,Used,Europe,Gulfstream,Citation X
Wing,Aluminum,49,Used,South America,Airbus,G650
Avionics,Composite,10,Used,South America,Boeing,G650
Engine,Composite,22,New,Asia,Gulfstream,A320
Landing Gear,Aluminum,47,Used,Europe,Airbus,737
Avionics,Titanium,4,New,North America,Embraer,Citation X
Wing,Steel,42,New,South America,Bombardier,A320
Avionics,Titanium,34,Used,Africa,Boeing,G650
Avionics,Aluminum,0,Used,Australia,Airbus,CRJ900
Fuselage,Titanium,42,New,Africa,Airbus,CRJ900
Engine,Composite,33,New,Asia,Bombardier,CRJ900
Landing Gear,Composite,14,Used,North America,Boeing,CRJ900
Wing,Steel,12,Used,South America,Gulfstream,A320
Engine,Composite,46,New,Europe,Embraer,A320
Avionics,Steel,23,New,Europe,Cessna,G650
Wing,Aluminum,38,New,North America,Airbus,E175
Fuselage,Steel,44,New,Europe,Boeing,G650
Wing,Titanium,17,New,South America,Gulfstream,CRJ900
Engine,Steel,5,New,Africa,Bombardier,A320
Wing,Composite,38,New,North America,Airbus,A320
Wing,Aluminum,35,New,Africa,Bombardier,Citation X
Avionics,Aluminum,3,New,South America,Boeing,737
Landing Gear,Titanium,21,Used,Australia,Embraer,737
Landing Gear,Titanium,16,New,Europe,Cessna,737
Wing,Composite,12,New,Australia,Boeing,G650
Engine,Titanium,47,New,Asia,Gulfstream,CRJ900
Engine,Composite,31,Used,South America,Boeing,737
Engine,Aluminum,33,New,Australia,Airbus,A320
Engine,Steel,2,Used,Europe,Boeing,E175
Avionics,Steel,30,New,Europe,Cessna,G650
Fuselage,Steel,39,Used,Asia,Embraer,Citation X
Engine,Composite,27,New,Africa,Gulfstream,G650
Fuselage,Titanium,39,New,Asia,Bombardier,E175
Avionics,Composite,5,Used,Africa,Bombardier,737
Fuselage,Titanium,18,New,North America,Cessna,E175
Avionics,Composite,26,New,North America,Bombardier,G650
Landing Gear,Titanium,24,New,South America,Bombardier,G650
Wing,Steel,25,New,Africa,Gulfstream,Citation X
Wing,Steel,37,Used,North America,Gulfstream,A320
Avionics,Steel,32,New,Europe,Airbus,A320
Landing Gear,Aluminum,47,New,Asia,Boeing,A320
Fuselage,Steel,37,Used,Asia,Embraer,G650
Fuselage,Composite,5,Used,Europe,Airbus,CRJ900
Avionics,Composite,46,New,North America,Cessna,A320
Wing,Steel,17,New,Africa,Bombardier,E175
Fuselage,Titanium,34,Used,Australia,Embraer,E175
Avionics,Composite,2,New,South America,Boeing,E175
Avionics,Steel,21,Used,Australia,Airbus,Citation X
Fuselage,Steel,5,New,North America,Cessna,CRJ900
Avionics,Titanium,27,New,Australia,Airbus,737
Avionics,Composite,44,Used,South America,Gulfstream,G650
Fuselage,Steel,46,New,Europe,Cessna,Citation X
Fuselage,Steel,7,Used,Europe,Boeing,CRJ900
Fuselage,Steel,26,Used,Africa,Boeing,E175
Avionics,Titanium,15,Used,South America,Boeing,A320
Landing Gear,Titanium,28,Used,Asia,Bombardier,E175
Engine,Composite,48,New,Asia,Airbus,Citation X
Avionics,Aluminum,29,New,Africa,Gulfstream,G650
Avionics,Composite,20,New,Europe,Airbus,CRJ900
Landing Gear,Titanium,20,Used,Africa,Gulfstream,E175
Engine,Steel,11,Used,Europe,Gulfstream,G650
Fuselage,Steel,19,New,Australia,Gulfstream,A320
Engine,Aluminum,48,New,Africa,Airbus,A320
Fuselage,Steel,34,New,Asia,Boeing,CRJ900
Engine,Aluminum,24,Used,Africa,Bombardier,Citation X
Avionics,Titanium,44,New,Australia,Embraer,Citation X
Engine,Composite,19,Used,South America,Airbus,Citation X
Landing Gear,Composite,27,New,North America,Bombardier,CRJ900
Engine,Composite,7,Used,North America,Airbus,737
Wing,Composite,37,New,North America,Boeing,CRJ900
Landing Gear,Composite,49,Used,Africa,Cessna,G650
Avionics,Steel,31,New,North America,Bombardier,CRJ900
Wing,Aluminum,45,Used,Asia,Cessna,G650
Engine,Composite,40,Used,Africa,Boeing,737
Wing,Aluminum,3,New,North America,Cessna,CRJ900
Fuselage,Titanium,31,Used,North America,Airbus,737
Fuselage,Composite,34,Used,Asia,Cessna,Citation X
Fuselage,Titanium,6,Used,Africa,Gulfstream,Citation X
Fuselage,Aluminum,7,Used,North America,Embraer,737
Landing Gear,Composite,12,New,Asia,Embraer,737
Fuselage,Aluminum,42,Used,Africa,Boeing,G650
Wing,Titanium,31,Used,South America,Airbus,CRJ900
Engine,Composite,3,New,Europe,Bombardier,A320
Engine,Titanium,40,Used,Africa,Boeing,CRJ900
Engine,Composite,39,Used,South America,Embraer,A320
Engine,Titanium,40,New,Australia,Cessna,737
Engine,Composite,16,Used,Europe,Airbus,A320
Avionics,Steel,16,Used,Africa,Gulfstream,Citation X
Fuselage,Titanium,44,Used,Australia,Gulfstream,CRJ900
Fuselage,Titanium,10,Used,Europe,Bombardier,G650
Avionics,Aluminum,29,Used,Asia,Boeing,737
Wing,Aluminum,4,Used,South America,Cessna,737
Landing Gear,Aluminum,13,New,Asia,Cessna,G650
Engine,Titanium,32,New,Africa,Bombardier,G650
Avionics,Titanium,23,Used,Europe,Airbus,737
Fuselage,Titanium,14,New,Africa,Bombardier,Citation X
Avionics,Titanium,15,Used,Asia,Gulfstream,A320
Avionics,Steel,8,Used,South America,Gulfstream,G650
Fuselage,Composite,4,New,Africa,Bombardier,737
Landing Gear,Steel,24,New,South America,Gulfstream,CRJ900
Avionics,Titanium,22,New,Australia,Boeing,A320
Avionics,Titanium,33,New,South America,Bombardier,CRJ900
Avionics,Steel,41,New,Africa,Gulfstream,G650
Avionics,Steel,39,Used,Africa,Boeing,G650
Avionics,Composite,31,Used,Europe,Cessna,E175
Wing,Titanium,20,New,South America,Bombardier,CRJ900
Avionics,Titanium,21,Used,Australia,Airbus,737
Engine,Aluminum,30,Used,Australia,Gulfstream,A320
Landing Gear,Steel,42,Used,North America,Bombardier,737
Engine,Steel,1,Used,Australia,Gulfstream,G650
Avionics,Steel,14,New,Asia,Airbus,CRJ900
Avionics,Composite,35,New,Europe,Gulfstream,G650
Landing Gear,Titanium,3,New,Europe,Gulfstream,Citation X
Wing,Titanium,34,New,Asia,Cessna,A320
Fuselage,Titanium,13,New,Europe,Gulfstream,G650
Avionics,Titanium,0,Used,Africa,Airbus,G650
Wing,Aluminum,39,New,South America,Cessna,737
Landing Gear,Steel,48,Used,Africa,Embraer,Citation X
Wing,Composite,48,Used,North America,Embraer,G650
Fuselage,Titanium,23,Used,Europe,Airbus,Citation X
Wing,Titanium,49,New,North America,Gulfstream,CRJ900
Wing,Composite,17,Used,North America,Embraer,A320
Landing Gear,Titanium,3,New,North America,Cessna,A320
Fuselage,Steel,47,New,Australia,Bombardier,A320
Landing Gear,Aluminum,48,Used,South America,Embraer,Citation X
Fuselage,Titanium,12,Used,North America,Cessna,E175
Fuselage,Titanium,37,Used,South America,Airbus,737
Avionics,Aluminum,25,New,Asia,Embraer,737
Wing,Steel,24,New,Africa,Cessna,E175
Avionics,Composite,14,Used,South America,Cessna,737
Avionics,Aluminum,40,New,South America,Embraer,Citation X
Landing Gear,Titanium,4,Used,Europe,Embraer,CRJ900
Avionics,Composite,10,New,South America,Bombardier,Citation X
Landing Gear,Steel,2,New,South America,Airbus,A320
Engine,Steel,20,Used,Asia,Boeing,Citation X
Engine,Steel,9,New,North America,Boeing,737
Avionics,Steel,9,New,South America,Boeing,CRJ900
Wing,Aluminum,30,New,North America,Gulfstream,G650
Wing,Steel,9,New,Australia,Embraer,Citation X
Avionics,Composite,40,Used,Australia,Gulfstream,A320
Landing Gear,Titanium,8,New,South America,Airbus,737
Wing,Steel,31,Used,Asia,Embraer,737
Avionics,Titanium,5,Used,Europe,Embraer,737
Avionics,Aluminum,0,Used,Asia,Embraer,737
Landing Gear,Composite,40,New,South America,Cessna,CRJ900
Fuselage,Titanium,19,New,Asia,Embraer,E175
Wing,Composite,4,Used,Europe,Embraer,CRJ900
Engine,Aluminum,26,Used,South America,Bombardier,737
Landing Gear,Composite,38,New,North America,Boeing,Citation X
Fuselage,Composite,13,Used,Australia,Embraer,CRJ900
Avionics,Steel,41,Used,Africa,Bombardier,CRJ900
Engine,Steel,2,Used,North America,Gulfstream,E175
Landing Gear,Steel,25,Used,Asia,Airbus,E175
Fuselage,Steel,2,Used,Australia,Bombardier,G650
Engine,Steel,45,New,North America,Bombardier,A320
Landing Gear,Titanium,13,New,Africa,Boeing,CRJ900
Avionics,Composite,43,New,Africa,Gulfstream,G650
Engine,Steel,39,New,Australia,Bombardier,E175
Avionics,Steel,10,Used,Australia,Cessna,A320
Avionics,Steel,46,Used,Asia,Boeing,E175
Wing,Aluminum,9,Used,South America,Boeing,E175
Wing,Composite,7,New,Europe,Gulfstream,Citation X
Wing,Titanium,1,New,North America,Embraer,A320
Wing,Composite,35,Used,Australia,Cessna,G650
Avionics,Aluminum,7,New,North America,Boeing,E175
Wing,Steel,44,New,Africa,Bombardier,CRJ900
Fuselage,Aluminum,4,New,Asia,Airbus,E175
Landing Gear,Steel,2,Used,North America,Embraer,G650
Engine,Titanium,40,New,Europe,Gulfstream,A320
Avionics,Aluminum,28,New,North America,Embraer,CRJ900
Wing,Composite,7,Used,South America,Cessna,737
Avionics,Aluminum,40,New,Europe,Bombardier,CRJ900
Fuselage,Aluminum,32,New,Australia,Boeing,737
Wing,Titanium,23,Used,Asia,Gulfstream,G650
Fuselage,Titanium,0,New,South America,Embraer,A320
Landing Gear,Aluminum,44,New,South America,Embraer,CRJ900
Landing Gear,Aluminum,1,New,North America,Bombardier,G650
Landing Gear,Composite,20,Used,South America,Cessna,Citation X
Landing Gear,Composite,10,Used,Europe,Embraer,CRJ900
Avionics,Aluminum,13,New,Australia,Embraer,G650
Engine,Steel,29,Used,South America,Gulfstream,E175
Fuselage,Steel,44,Used,Australia,Embraer,Citation X
Avionics,Composite,26,Used,North America,Embraer,G650
Engine,Steel,30,Used,North America,Cessna,CRJ900
Engine,Aluminum,45,New,North America,Airbus,CRJ900
Wing,Titanium,32,Used,Asia,Bombardier,A320
Wing,Titanium,16,New,South America,Boeing,Citation X
Landing Gear,Titanium,30,New,South America,Cessna,CRJ900
Wing,Aluminum,23,New,Africa,Embraer,737
Avionics,Composite,25,New,Australia,Bombardier,E175
Engine,Composite,39,New,North America,Cessna,CRJ900
Fuselage,Titanium,31,Used,South America,Cessna,CRJ900
Landing Gear,Steel,49,New,North America,Bombardier,CRJ900
Landing Gear,Titanium,38,Used,South America,Airbus,E175
Wing,Composite,40,New,Europe,Airbus,CRJ900
Landing Gear,Titanium,29,Used,Asia,Boeing,Citation X
Avionics,Aluminum,36,New,Asia,Airbus,A320
Engine,Titanium,13,Used,Africa,Gulfstream,Citation X
Fuselage,Composite,17,Used,Africa,Airbus,737
Avionics,Steel,24,Used,Africa,Bombardier,Citation X
Landing Gear,Composite,7,Used,Europe,Embraer,G650
Engine,Steel,24,Used,Europe,Boeing,A320
Avionics,Steel,39,New,Australia,Embraer,737
Fuselage,Titanium,16,Used,Australia,Gulfstream,G650
Wing,Titanium,6,New,Asia,Boeing,A320
Avionics,Steel,49,Used,Europe,Bombardier,E175
Fuselage,Composite,46,Used,Africa,Bombardier,CRJ900
Avionics,Steel,26,New,Europe,Boeing,737
Avionics,Composite,47,New,Africa,Airbus,CRJ900
Landing Gear,Composite,19,Used,North America,Airbus,G650
Engine,Composite,15,New,Europe,Boeing,A320
Landing Gear,Steel,15,New,South America,Embraer,737
Landing Gear,Titanium,16,Used,Africa,Boeing,G650
Wing,Composite,46,Used,Europe,Bombardier,Citation X
Landing Gear,Aluminum,41,New,North America,Cessna,CRJ900
Fuselage,Steel,21,New,Europe,Boeing,G650
Engine,Steel,19,New,Asia,Boeing,G650
Landing Gear,Aluminum,38,New,North America,Embraer,A320
Fuselage,Aluminum,45,Used,South America,Gulfstream,A320
Fuselage,Titanium,29,New,Asia,Airbus,A320
Avionics,Titanium,7,Used,North America,Boeing,Citation X
Avionics,Steel,39,New,Europe,Boeing,A320
Landing Gear,Composite,12,Used,Asia,Embraer,E175
Wing,Aluminum,16,New,North America,Airbus,E175
Fuselage,Titanium,19,New,Asia,Embraer,737
Avionics,Steel,4,New,North America,Boeing,A320
Fuselage,Composite,39,New,South America,Cessna,G650
Avionics,Aluminum,16,New,Asia,Boeing,G650
Landing Gear,Steel,21,New,Europe,Gulfstream,A320
Fuselage,Aluminum,4,Used,Asia,Boeing,737
Fuselage,Titanium,1,New,Asia,Embraer,Citation X
Wing,Steel,41,Used,Africa,Boeing,E175
Engine,Steel,10,New,Europe,Cessna,737
Avionics,Titanium,44,New,Asia,Embraer,Citation X
Engine,Composite,11,Used,Asia,Airbus,A320
Wing,Steel,39,Used,Asia,Boeing,E175
Avionics,Titanium,19,Used,North America,Boeing,CRJ900
Wing,Composite,17,New,Europe,Airbus,A320
Wing,Titanium,35,New,Europe,Airbus,737
Fuselage,Aluminum,27,Used,Europe,Boeing,A320
Wing,Aluminum,31,New,Asia,Embraer,E175
Engine,Titanium,48,Used,South America,Bombardier,737
Avionics,Steel,26,New,Australia,Cessna,G650
Wing,Aluminum,48,New,North America,Cessna,E175
Engine,Steel,24,New,Europe,Boeing,G650
Wing,Aluminum,38,Used,North America,Cessna,A320
Landing Gear,Titanium,47,New,South America,Bombardier,E175
Engine,Composite,19,Used,Europe,Boeing,CRJ900
Engine,Titanium,40,New,South America,Gulfstream,CRJ900
Landing Gear,Steel,42,New,Europe,Airbus,E175
Fuselage,Composite,8,Used,North America,Boeing,G650
Wing,Composite,10,Used,South America,Boeing,E175
Avionics,Steel,7,Used,Asia,Gulfstream,A320
Fuselage,Steel,30,New,Europe,Gulfstream,Citation X
Landing Gear,Titanium,45,Used,Africa,Embraer,A320
Landing Gear,Titanium,22,New,Asia,Bombardier,Citation X
Wing,Composite,32,New,Africa,Gulfstream,A320
Landing Gear,Composite,8,New,Europe,Gulfstream,737
Engine,Steel,34,New,South America,Bombardier,737
Fuselage,Aluminum,16,New,Australia,Boeing,CRJ900
Engine,Composite,12,Used,Australia,Bombardier,E175
Engine,Steel,0,Used,North America,Cessna,A320
Avionics,Steel,27,New,Asia,Embraer,Citation X
Fuselage,Aluminum,15,Used,Africa,Gulfstream,A320
Engine,Steel,10,New,Europe,Bombardier,G650
Avionics,Steel,47,New,North America,Boeing,CRJ900
Engine,Composite,28,Used,Europe,Airbus,A320
Wing,Composite,49,Used,North America,Gulfstream,A320
Engine,Aluminum,10,New,Africa,Boeing,CRJ900
Wing,Steel,21,New,South America,Airbus,Citation X
Engine,Composite,38,Used,North America,Cessna,A320
Landing Gear,Titanium,43,Used,Australia,Boeing,G650
Wing,Titanium,19,New,Africa,Boeing,G650
Avionics,Composite,7,New,Asia,Embraer,Citation X
Avionics,Titanium,28,Used,South America,Gulfstream,Citation X
Engine,Aluminum,49,Used,Europe,Airbus,737
Avionics,Steel,8,Used,Africa,Airbus,Citation X
Landing Gear,Aluminum,33,Used,Africa,Cessna,G650
Avionics,Aluminum,12,New,Europe,Embraer,E175
Fuselage,Steel,2,New,Africa,Bombardier,CRJ900
Fuselage,Titanium,6,New,Europe,Cessna,G650
Fuselage,Steel,19,New,Asia,Bombardier,737
Wing,Composite,43,New,Australia,Boeing,A320
Avionics,Composite,27,Used,Australia,Bombardier,CRJ900
Avionics,Aluminum,30,Used,Europe,Cessna,Citation X
Wing,Titanium,46,Used,Europe,Boeing,CRJ900
Engine,Composite,43,New,Africa,Airbus,CRJ900
Landing Gear,Titanium,46,Used,South America,Boeing,CRJ900
Avionics,Titanium,35,Used,Africa,Embraer,G650
Engine,Titanium,10,Used,Africa,Bombardier,G650
Fuselage,Steel,40,New,South America,Boeing,CRJ900
Engine,Steel,45,New,South America,Embraer,E175
Wing,Composite,47,New,Africa,Gulfstream,CRJ900
Landing Gear,Titanium,21,New,North America,Embraer,A320
Wing,Steel,43,New,South America,Cessna,A320
Avionics,Aluminum,16,Used,North America,Embraer,CRJ900
Landing Gear,Composite,2,New,Asia,Airbus,CRJ900
Wing,Composite,5,Used,South America,Embraer,G650
Engine,Steel,49,Used,Australia,Embraer,A320
Wing,Titanium,23,Used,Africa,Gulfstream,Citation X
Engine,Composite,39,New,South America,Embraer,737
Landing Gear,Aluminum,29,New,Africa,Embraer,G650
Engine,Steel,6,Used,North America,Embraer,G650
Engine,Aluminum,13,New,Asia,Embraer,737
Engine,Aluminum,18,New,Australia,Airbus,737
Wing,Composite,32,New,Europe,Airbus,G650
Engine,Composite,24,Used,Africa,Embraer,737
Engine,Titanium,44,Used,Africa,Bombardier,E175
Avionics,Aluminum,16,Used,North America,Boeing,Citation X
Engine,Titanium,25,Used,South America,Boeing,CRJ900
Wing,Steel,24,Used,South America,Embraer,737
Avionics,Composite,40,New,Asia,Embraer,G650
Wing,Aluminum,33,Used,North America,Gulfstream,CRJ900
Fuselage,Titanium,38,Used,Asia,Boeing,CRJ900
Fuselage,Steel,19,Used,Australia,Gulfstream,Citation X
Fuselage,Aluminum,23,New,Asia,Embraer,Citation X
Landing Gear,Composite,49,New,North America,Bombardier,CRJ900
Fuselage,Composite,25,Used,North America,Embraer,E175
Landing Gear,Composite,23,New,South America,Embraer,G650
Fuselage,Titanium,22,Used,Australia,Boeing,E175
Engine,Composite,44,Used,Asia,Cessna,CRJ900
Engine,Steel,45,Used,Asia,Bombardier,CRJ900
Fuselage,Composite,45,Used,North America,Bombardier,E175
Landing Gear,Titanium,39,New,South America,Airbus,CRJ900
Wing,Titanium,49,Used,South America,Airbus,E175
Engine,Composite,44,New,Europe,Airbus,737
Landing Gear,Composite,18,Used,South America,Bombardier,A320
Landing Gear,Steel,11,New,Europe,Bombardier,G650
Avionics,Titanium,1,New,Africa,Gulfstream,A320
Engine,Aluminum,43,New,Europe,Cessna,E175
Engine,Steel,1,New,South America,Embraer,G650
Landing Gear,Titanium,22,New,Asia,Airbus,G650
Landing Gear,Steel,6,Used,Africa,Bombardier,Citation X
Engine,Titanium,36,Used,Europe,Airbus,Citation X
Avionics,Steel,9,New,South America,Embraer,E175
Fuselage,Steel,1,Used,Europe,Airbus,CRJ900
Fuselage,Titanium,23,Used,South America,Gulfstream,E175
Engine,Aluminum,43,Used,Australia,Airbus,Citation X
Fuselage,Steel,10,New,Asia,Embraer,Citation X
Engine,Composite,34,Used,South America,Cessna,G650
Avionics,Aluminum,7,Used,Africa,Bombardier,Citation X
Engine,Composite,29,Used,South America,Bombardier,Citation X
Fuselage,Aluminum,30,New,North America,Embraer,E175
Fuselage,Steel,40,Used,Africa,Cessna,G650
Fuselage,Steel,23,New,North America,Gulfstream,E175
Landing Gear,Aluminum,18,New,Europe,Airbus,737
Wing,Composite,15,New,Asia,Embraer,737
Landing Gear,Titanium,43,New,Africa,Bombardier,Citation X
Fuselage,Titanium,3,New,North America,Embraer,A320
Engine,Steel,4,Used,South America,Cessna,CRJ900
Landing Gear,Composite,24,Used,Europe,Gulfstream,G650
Landing Gear,Composite,47,Used,South America,Bombardier,E175
Landing Gear,Steel,15,New,Africa,Bombardier,G650
Avionics,Steel,25,Used,Europe,Boeing,737
Engine,Composite,2,New,Europe,Embraer,A320
Landing Gear,Composite,19,New,Asia,Bombardier,Citation X
Wing,Aluminum,38,New,North America,Bombardier,A320
